,comment,author,author_url,published_at
1030,keep learning hard way guys till eventually understand blame idiots,@s7207127,http://www.youtube.com/channel/UCFA_cEs5QoT-03cYGPdfBBA,2023-12-04T04:58:07Z
1031,denounce hamas homes would still intact wellbeing children would remain assured hamas started civilian massacre operation,@35nanz,http://www.youtube.com/channel/UCj3Zvx4-jyg95NHIAwj8w0w,2023-12-04T04:42:30Z
1032,bisan amazing soul smile eating radish dinner share strength gazans amid continuous rubblemost wouldnt even able cope please continue sharing may allah bless much healthy long life get witness experience freed palestine inshallah inshallahredheart,@nazyahahmed7875,http://www.youtube.com/channel/UCLQzfMEJwT-UN9MC8Qa7apg,2023-12-04T04:40:28Z
1035,ban khuzah name azdite qanite tribe one main ancestral tribes arabian peninsula ruled mecca years prior islamic prophet muhammads rule many members tribe live around city,@cvzdez,http://www.youtube.com/channel/UCff1JmwZ4erWo9FrFcIjxsg,2023-12-04T03:06:27Z
1036,love bisan redheart,@HEALEROFTHEWORLD,http://www.youtube.com/channel/UCihTm1memmxIHTQGhC7Fk-A,2023-12-04T03:03:54Z
1037,wonder theyre bombing area really want area like strategic location near,@cvzdez,http://www.youtube.com/channel/UCff1JmwZ4erWo9FrFcIjxsg,2023-12-04T03:02:41Z
1038,hostages pleasecryingface,@Ye_Wenjie,http://www.youtube.com/channel/UCB-ADx9N9WQV5bh94-B28Kw,2023-12-04T02:28:17Z
1039,palestinians gaza thank hanasfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,@elemark3340,http://www.youtube.com/channel/UCf2KSLxoAEzfhc6Pn4xwTSw,2023-12-04T02:21:59Z
1040,people gaza elected hamas leaders hamas people gaza attacked israel committed worst crimes humanity committed result israel attacked gaza people gaza shouldnt elected hamas leaders people gaza shouldnt joined hamas attack good people gaza turn hamas turn israel along others gaza attacked israel see videos people gaza treated hostages taken gaza honest dont think many good people gaza indoctrinated hate people like american jewish people gaza chant death america videos americans chanting death gaza,@Thomas-uv3tk,http://www.youtube.com/channel/UCNBFYelwSQ6UMUpw-tNMwFg,2023-12-04T02:00:39Z
1041,cryingfaceallah keep resilient world wont last injustice pray allah forgives helpless people beloved allah testing patience prophet ayyub job pbuh,@dua4all,http://www.youtube.com/channel/UCSIupHCTvfYdRxU6dbJdt0A,2023-12-04T01:26:05Z
1043,allah bless bisan redheart bless give healthy food pray time gaza palastine forever cryingface,@aydemir3063,http://www.youtube.com/channel/UCrQzh9V34n40rXdgq9MP-oQ,2023-12-04T00:53:31Z
1044,wifi signal good thank israel,@kingmufasa8929,http://www.youtube.com/channel/UCRg7eL1aD5Jf9rfeW5QD7Sw,2023-12-04T00:28:44Z
1045,electricity wififacewithtearsofjoy,@kingmufasa8929,http://www.youtube.com/channel/UCRg7eL1aD5Jf9rfeW5QD7Sw,2023-12-04T00:27:43Z
1046,bald guy funny saying wan peace dont laucnhed missiles israel years bear fruit,@vadimkondratiev7214,http://www.youtube.com/channel/UCZMIW4odMEEau-jyejwc4Jw,2023-12-04T00:19:29Z
1047,condolences happening overseas enjoy suffering pain horrible must point videos anti israel theres israelis suffering sides affected dont appreciate biased videos make israel look like fault neutral lets see sides coin jew believe must fair tell sides story,@EmirJesus1,http://www.youtube.com/channel/UCxTSBpai2YslagntgPwrcXg,2023-12-04T00:13:10Z
1048,heart aches palestine hope world sees prayers,@esthermorgan9395,http://www.youtube.com/channel/UCbK9YNtjcNhmVirB_KZgPlQ,2023-12-04T00:11:56Z
1049,long life palestiniens people particularly gaza palestinianterritories first country family family god bless,@aminekhefif3136,http://www.youtube.com/channel/UCp6AY2BzSyw-AgTgN9x_VYg,2023-12-03T23:45:21Z
1050,hamas made homeless rem started war,@koloni2862,http://www.youtube.com/channel/UCNhyXmOSRMeRLQPDYARs7CQ,2023-12-03T23:38:18Z
1051,shame descendants victims holocaust become perpetrators gencide,@shootingsportstransparency7461,http://www.youtube.com/channel/UCR41zklK_ERZ99PRI3nyxnw,2023-12-03T22:54:49Z
1052,whatever worth atrocities world waking realizing holy land holy bares blame,@alexc.c.4025,http://www.youtube.com/channel/UCUsxVNLGhazlMGBxxWe2mAQ,2023-12-03T22:50:47Z
1053,poor people thats hms involved incryingface,@aleera1990,http://www.youtube.com/channel/UCIj3CdMJQanD9hhjot7BZeg,2023-12-03T22:50:33Z
1054,war never taken place israelis resetlet wwii forget gods forsaken israeli forsaking humanity turn german causing holocaust palestine guess also forgot one commandment,@computerjoy,http://www.youtube.com/channel/UCEqsmSX8KtxlZ17miwx1ghA,2023-12-03T22:34:09Z
1058,sweety hamas made homeless israel learn personal responsibility,@commentchannel459,http://www.youtube.com/channel/UC-5r18Jl1Yr403L6Lnb3kIA,2023-12-03T22:06:04Z
1059,citizens rights anywhere need come together throw law protects people enables continue things,@SevenSharp-dz8id,http://www.youtube.com/channel/UCGCwUyTYhCRaHJf2fg4R8Dw,2023-12-03T22:03:07Z
1060,houses fine october anything happen since might triggered,@bradhobbs6196,http://www.youtube.com/channel/UC73ykhLK0_PNy9uP_hzUuIw,2023-12-03T21:57:06Z
1061,asalamoualikoum example world people gaza redheart,@hayatelazzouzi1623,http://www.youtube.com/channel/UCvdFk2IAptrMx7KZd0e-FxA,2023-12-03T21:29:27Z
1062,people palestine trying save palestine also entire world zionism racism hate pay hardest price love redheart,@Verit-rg6ec,http://www.youtube.com/channel/UCREUTNehyq4qdwYeNIoEp7w,2023-12-03T21:16:32Z
1063,want peace stop hamas,@ro-mania6114,http://www.youtube.com/channel/UCy_tNTHHGbkFZQqyWD_ht3A,2023-12-03T20:59:11Z
1065,people know hamas october killing many children women return hostages live happily,@knotsure4642,http://www.youtube.com/channel/UCcaJMTotxlobUZNNLTiP4XQ,2023-12-03T20:46:39Z
1067,invaders palestine jews unable face defenders palestine attack unarmed civilian population asking palestinians die without defending jews german camps,@waldyrbuzasgotzo3706,http://www.youtube.com/channel/UCeVotGg_gxp10IUmgclvHkA,2023-12-03T20:32:30Z
1068,start war cant handle consequences,@rakeshranjan7647,http://www.youtube.com/channel/UCVvNLMHYP6UhIOYb4KZgQJw,2023-12-03T20:27:37Z
1069,always use scene house woman sweepingfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy dont forget oct babies beheaded put ovens alive women raped pelvic bones crushed,@user-ov6xp8uc9v,http://www.youtube.com/channel/UCZ5zwt_xuUaDXbDxbmrM8Sg,2023-12-03T20:13:27Z
1070,greatest evil exists planet zionazi ideology defy resist,@jl4997,http://www.youtube.com/channel/UCi9vFm3jeqLcv7PfhTfTEbA,2023-12-03T20:11:59Z
1071,shock support hamas,@milaahus4984,http://www.youtube.com/channel/UCJn9Pvg7fR3vENEBVI_7q-A,2023-12-03T19:56:55Z
1073,dancing street candy handed poor hamas friends yawningface,@DemokratiedesProletariats,http://www.youtube.com/channel/UCNYYgag_oruiVROaBEZuTwQ,2023-12-03T19:35:02Z
1074,also gay clubs gay rights gaza lesbian couple safe gaza human rights violations,@carlosmango2341,http://www.youtube.com/channel/UCXX7MNrmXFKaI_hMyDkfLrw,2023-12-03T19:16:44Z
1075,government turned backs allah betrayed path moment started terror actions decades ago feel wrath justice malaysia stands israel palestinian terror,@AK.__,http://www.youtube.com/channel/UCrZFebuDzjh0AHl5gbRiG_g,2023-12-03T19:05:30Z
1078,cryingfacecryingface sorry dont know say one day free palestine palestinianterritories inshallah love palestine people redheartredheartredheart,@nilanthifernando4990,http://www.youtube.com/channel/UC_QQEeU7-Qx2wzoH6uI_n6A,2023-12-03T18:33:32Z
1079,hamas made people homeless antisemitisme islam make people homelessfacewithtearsofjoyfacewithtearsofjoy,@hansenjames2824,http://www.youtube.com/channel/UCXRKir6U8jUyNLr6JFXfKTA,2023-12-03T18:23:53Z
1080,lost faith humanity god called human rights champions hold girl,@tmm7442,http://www.youtube.com/channel/UCec9rFyxy1fRXzx0I5Ro4zA,2023-12-03T18:08:24Z
1081,take well blame hamas pij building tunnels jihad houses ground buildings structures knew supported well protected even lives women children right till,@habibijay7995,http://www.youtube.com/channel/UC_C735F8EB_CY2yLYDL8OWA,2023-12-03T18:02:26Z
1082,inshaallah soon allah give peace inshaallah,@saadimtiaz4995,http://www.youtube.com/channel/UCYtkF7USKWF0_pPibtH-pHw,2023-12-03T17:31:21Z
1083,situation caused hamas,@GodBes1,http://www.youtube.com/channel/UCRjHlJsxMetao63xI9sHl3A,2023-12-03T17:23:23Z
1085,money build underground terror tunnels weapons begging aid good acting terrorism world religious violence,@bibletruthuntoldtamil3561,http://www.youtube.com/channel/UCkGz8QalfWFV2vlF4mKOR5A,2023-12-03T17:11:18Z
1086,idf repeatedly telling leave place people dont want blaming idf enragedfaceangryface,@pdeva1237,http://www.youtube.com/channel/UCBG3InQFJTNQIGHPynpuCyg,2023-12-03T17:11:06Z
1089,world ows apology free palestine,@libertyoverbondage,http://www.youtube.com/channel/UCROX_NaJ_ChwWAXUWg6CZAQ,2023-12-03T16:54:39Z
1090,may allah reward sister getting whole world happening theremay allah grant victory soon sha allah,@latifrather2805,http://www.youtube.com/channel/UC4vdJRETkSzFP6bSiX03X7w,2023-12-03T16:50:56Z
1091,god bless bisan may always keep safe give many many children live peace freedom forever,@almamusikdotnet,http://www.youtube.com/channel/UCLDEM_kO5p9A6TKqJ0A0ZPA,2023-12-03T16:50:47Z
1093,cryingfacecryingfacecryingfacecryingface,@aashiqerasool2092,http://www.youtube.com/channel/UCSy7WI1ChZ-W7ccz5A6ueGg,2023-12-03T16:46:43Z
1095,pity palastenians since started,@timgraf7933,http://www.youtube.com/channel/UCt-lRjHu8CgLr2QzBVRCVpw,2023-12-03T16:26:55Z
1096,israel hamas responsible,@georg7120,http://www.youtube.com/channel/UCoAi0Cuq_6JJZ1qJRaRpy9g,2023-12-03T16:21:19Z
1097,saudi israel best friend saudiarabiaisraelredheartredheartredheartredheart egypt sleep droolingfacedroolingface,@batu1681,http://www.youtube.com/channel/UCUN6wESiNycpaICnn6c88Fw,2023-12-03T16:03:47Z
1098,interesting single gazan castigating governmenthamas bringing calamity upon heads one calling government waging war israel bombing israel one calling government atrocities october kidnapping hostages one excoriating government building zero bomb shelters civilians despite building massive kilometer underground infrastructure fighters weapons storage right civilians feet west people would streets demanding resignation impeachment government leaders realize gazan civilians support governments actions gloated events october dont like consequences actions,@AL_YZ,http://www.youtube.com/channel/UCp_apfRxI8ZWnW_xSfUlcKQ,2023-12-03T15:58:14Z
1100,wheres hamas dont see hamas know get rid hamas treat palestine people dignity,@agent109g8,http://www.youtube.com/channel/UC4JgJ3a-23JqaKj_3Ex5_2A,2023-12-03T15:54:22Z
1104,driven greed land racist ideology desire control world write history remembered,@Randomshiftking,http://www.youtube.com/channel/UChlYhqoPV6DXWAf44rOPatA,2023-12-03T14:38:39Z
1107,bear price support terro pileofpoorism attack october hamas left face war hiding tunnels men,@user-mz4lp1qj9y,http://www.youtube.com/channel/UCdVd6nmD7xOHrYxbu5MW7uA,2023-12-03T13:25:41Z
1108,wow meters ground impressive,@4sGRBqC5wLMbzlKD,http://www.youtube.com/channel/UCUXowk32ztH2_ueISHI2eVw,2023-12-03T13:24:11Z
1111,hamas made people homeless ask arab neighbours shelter,@stephenfox79,http://www.youtube.com/channel/UCvut_Kwyh98YUVTIMG7uFuQ,2023-12-03T12:44:53Z
1112,fir palsetin redheart,@lstjperiuk1734,http://www.youtube.com/channel/UC7tZhdjXo3bBq5P6O5sAhQA,2023-12-03T12:35:20Z
1114,want ask bizan happy october celebrate murduring babys jews,@user-yc7hc9ue6m,http://www.youtube.com/channel/UCVy0UpqK4O3sOWDk8puMhKg,2023-12-03T12:11:57Z
1116,redheart,@mahhus7726,http://www.youtube.com/channel/UCbdGzZwtEUkqsIvh0Ehx2-w,2023-12-03T11:48:08Z
1117,shocked cryingfacecryingface living people,@mdkabatullha5074,http://www.youtube.com/channel/UCbPqkzkj1pU7mW-IVHUx_1g,2023-12-03T11:33:13Z
1118,love youredheartwomanwithheadscarfpalmsuptogethermediumdarkskintone,@zahrarazak1646,http://www.youtube.com/channel/UCkFor6jWkshKKSt-haszOAw,2023-12-03T11:03:24Z
1119,good reporting truth unlike censored broadcasts western media,@Hawktotalwar,http://www.youtube.com/channel/UCmg_tjOB7Vb0Hn7x2kypv0A,2023-12-03T10:56:10Z
1120,genocide israel hitlers germany couldnt,@pehlivanhalil4175,http://www.youtube.com/channel/UCJbld_pEpaZlCEhBaaKZeJA,2023-12-03T10:41:53Z
1121,ppits bisan gaza hamas made people homeless,@sharmota-from-gaza,http://www.youtube.com/channel/UCBpBJXqr329dAUYmOWGKMgw,2023-12-03T10:38:40Z
1122,please share video social media world needs know people going kind indomitable spirit possess,@ChrisAlbertH47,http://www.youtube.com/channel/UCZp70my3FGdGGrsXDz7hGDw,2023-12-03T10:37:50Z
1123,half palestinian half icelandic living iceland hope heart palestine free inshallah palestinianterritoriessparklingheartsparklingheartpalestinianterritoriessparklingheartpalestinianterritoriessparklingheartpalestinianterritories,@user-by1tw3hp3u,http://www.youtube.com/channel/UCkcOsdYgiS2OgXh2pjG6ztQ,2023-12-03T10:37:27Z
1125,correct title video hamas made people homeless sufficient firepower job outsourced demolition israel october,@gerrymulroy2545,http://www.youtube.com/channel/UCV0L-UTgITL0ZPy-HCD00-w,2023-12-03T10:25:07Z
1126,actually hammas made people homeless decided start war dont start wars cry help havent gotten started yet israelflexedbicepsflexedbiceps,@Nadavsolution,http://www.youtube.com/channel/UCeB2bTMPKSOnIYoBG1-DBlA,2023-12-03T10:25:07Z
1127,strong girl free palestine,@user-mr6lu9rx7l,http://www.youtube.com/channel/UC4j_pTC8hySpBDgL7UyrPdg,2023-12-03T09:54:18Z
1128,dit cassez vous cest clair facewithraisedeyebrowfacewithraisedeyebrow,@vivemoi7884,http://www.youtube.com/channel/UCnlEP_nwraStnS7mpWElslA,2023-12-03T09:48:45Z
1130,lredhearto,@suadaden2820,http://www.youtube.com/channel/UCJE1UvwKq8hFsKau6_tClxA,2023-12-03T09:33:40Z
1131,thank bisan courage share message far please let know millions people world whose hearts breaking palestine following fortunes people years believe truth lead permanant peace independant self governing state palestine,@lynnebowles3224,http://www.youtube.com/channel/UCYMxRbY50c3Br4pTit_qSYg,2023-12-03T09:16:54Z
1132,incredible strong intelligent well spoken young lady force bizan making beautiful country people proud free palestine redheartredheartredheartredheart,@c.santos1685,http://www.youtube.com/channel/UC2M8EVSVubphVeXMrqSzOIA,2023-12-03T09:07:48Z
1133,thank truth,@kritisch614,http://www.youtube.com/channel/UCaMM2y0ZFsVABCIK2hvvPnw,2023-12-03T09:04:32Z
1134,glad shes alive,@elmitoz,http://www.youtube.com/channel/UCp4T5g5A2EXMHrCYiEy6pZg,2023-12-03T08:44:17Z
1135,thank god still alive made happy see look every day tube nice see young lad juggling acrobats refuge camp suit case thank god hes still alive palatine people kind lovely whole world disgured evil war england breaks heart love much keep looking videos know alright lots love,@rachelmoore2924,http://www.youtube.com/channel/UCgOsvssRVYTwlv2fTKBonXw,2023-12-03T08:42:29Z
1137,bisan sister masha allah heroic job appreciate revolvingheartsbeatingheartpalmsuptogetherflexedbicepsand history remember may allah protect bless free palestine inshallahyou many like gazas brothers sisters prayers day long freepalestine,@henna-designs-and-paint2268,http://www.youtube.com/channel/UC6-O6KcpSjzcHRXQIbb4JJw,2023-12-03T08:32:01Z
1138,aware bisan ill poor spirits appeared site called jesus freeman gaza half children bisan,@ilyakuryakin4639,http://www.youtube.com/channel/UC_3_ZWopk7I_gTp86KjL8xw,2023-12-03T08:25:14Z
1139,cryingfacecryingfacecryingfacecryingfacecryingface allah bless family ameen redheart lots love respect pakistan pakistanwhiteheartgreenheart insha allah palmsuptogethervictoryhandvictoryhandvictoryhandvictoryhandvictoryhandvictoryhandpalestinianterritoriespalestinianterritoriespalestinianterritoriespalestinianterritoriespalestinianterritories palestine win war,@nitrophantomgaming,http://www.youtube.com/channel/UCmFU1B5rtv8fzstF7hUJ61Q,2023-12-03T08:18:47Z
1140,shocked homes bombedreally heres word god mocked ever sow shall reap forgot tell hamas word,@Cheapers-Vac,http://www.youtube.com/channel/UCilLYJzwb_psYcYONwMMGDQ,2023-12-03T07:00:55Z
1141,put hat right peg hamas enemy enemy life soul satan destroyer needs blind ignorant arrogant full self righteousness like lost god mighty,@Cheapers-Vac,http://www.youtube.com/channel/UCilLYJzwb_psYcYONwMMGDQ,2023-12-03T06:56:10Z
1142,respect ought ask tough questions whether hamas government wish call good future,@thebeautifulsouthfan,http://www.youtube.com/channel/UCLL9Aus6azCIXbi-08uLZ5A,2023-12-03T06:53:14Z
1143,remember hamas supporters claimed israel bombed hospital,@OpenSesame858,http://www.youtube.com/channel/UCc4tjjDD2f6dVNZPcxq17PA,2023-12-03T06:53:07Z
1145,cryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingface,@user-ls2lp1dx3b,http://www.youtube.com/channel/UCCrP-Q9WgjsQ4ai7d_QZBxg,2023-12-03T06:50:31Z
1147,people gaza strip poor built tunnels missiles would better produce usefull thinks attack israel would live much better without hamas peace,@hm7070,http://www.youtube.com/channel/UCkSsJKYknOU4vRfSgB9_Suw,2023-12-03T06:46:01Z
1148,loosing everything still smile face thumbsupthumbsupsad sad sad cant help israel rich strong also support super power usa rich richer poor poor,@aliasgergohar,http://www.youtube.com/channel/UCEzkh8fDbcnDZjASRDRhgVQ,2023-12-03T06:45:34Z
1149,hamas made people homeless killed many people,@bomontana3473,http://www.youtube.com/channel/UCYfR52Hd0XjPrvinuvsMR-Q,2023-12-03T05:41:36Z
1154,may allah protect redheart,@zahrabano3098,http://www.youtube.com/channel/UCmJmUt8_Z9U-yXdKcJgoVBw,2023-12-03T04:50:58Z
1156,actually hamas made homeless,@eelcj1,http://www.youtube.com/channel/UC2BpD0ID1zydVS8KF2e85_w,2023-12-03T04:23:53Z
1158,horibel situationcryingface,@linaromo1374,http://www.youtube.com/channel/UCnN1kURei-12fvtVyCNP2ew,2023-12-03T04:03:30Z
1159,may allah bless thank videos bisan love heartsuitheartsuitheartsuitfoldedhandsmediumlightskintonefoldedhandsmediumlightskintone,@chrisscrumpet,http://www.youtube.com/channel/UCkt1lXnTnGznTCm-wqVl70Q,2023-12-03T03:11:46Z
1160,bisan may allah bless happinessand free palestiniansinsha allahlots love prayers india,@sheebakhan5677,http://www.youtube.com/channel/UCZnTNu1OdQJCcYfvr4TvKqQ,2023-12-03T02:58:15Z
1161,free palestinian,@falishassan9448,http://www.youtube.com/channel/UCaQfaws8KnSCCtv-AM-9-Uw,2023-12-03T02:57:55Z
1162,love palestine love bisan redheartstay safe palestine palestinianterritories shall rise ive true palestinians generous kindest people earth redheart,@amandainjapan5011,http://www.youtube.com/channel/UCqeDxWANwikupNuxf4_TFxw,2023-12-03T02:52:46Z
1163,southern gazai heard gaza folks must leave north head south bombing south,@kei-wenguo5333,http://www.youtube.com/channel/UCw_94CgTTsoXoRq-DFk_6Tg,2023-12-03T02:50:11Z
1164,stop supporting hamas focus improving gaza peacefully,@poetasalhabla,http://www.youtube.com/channel/UC43D1JKN73S7fLGahDwK7EQ,2023-12-03T02:36:27Z
1166,may allah protect palestinians people ease everythingpalmsuptogethermediumlightskintone really heartbreaking pensivefacevictoryhandmediumlightskintoneredheartmalaysia,@nicksyahrilstorror5183,http://www.youtube.com/channel/UCXL5btom50SIeZYytUs49mQ,2023-12-03T02:13:28Z
1167,world remember never forgive usa israel never forget british french supporting olden times victors one narrating story todays day age get see ground reality click button history wont forget never forgive,@sohaib2962,http://www.youtube.com/channel/UCri1MLMpHTpBWAto_f5Xf-A,2023-12-03T02:09:48Z
1168,please allow share social media,@jmecru3582,http://www.youtube.com/channel/UCE9VJbF9IBl5cRrbHS-S3pw,2023-12-03T02:09:14Z
1169,definitely owe mustache man giant apology,@phillipholland6795,http://www.youtube.com/channel/UCRaXjShhidLglLB6jhCAdqA,2023-12-03T01:38:58Z
1170,love israel finally finally figured got tougher either,@d.k.9953,http://www.youtube.com/channel/UCXoZdxHCr6lyVqVsGtH2fmQ,2023-12-03T01:26:39Z
1171,please help gazans overthrow oppression hamas islam seek peace,@user-yr2tu9sv9n,http://www.youtube.com/channel/UCCIt-4n6pEUhMIvoPm19-7A,2023-12-03T01:25:05Z
1172,wrong statement hamas made palestinians homeless make sure keep terrorists home,@friendlyjay1115,http://www.youtube.com/channel/UCZdnCGlXVDQZVvpCgMKQaNg,2023-12-03T01:23:19Z
1175,get aid world gazans received aid countries whole end day wont leave land,@brendagonzales4532,http://www.youtube.com/channel/UCSfsNDEeuWaBCw1hz43meyw,2023-12-03T01:09:42Z
1176,honestly speechless,@YM-qu6ch,http://www.youtube.com/channel/UC8eo8WlUUdWadnUpXsHnU7g,2023-12-03T00:57:08Z
1177,salute courage palestinians palestinianterritories may allah swt mercy palestinians ameen palmsuptogether,@shamaahmad2257,http://www.youtube.com/channel/UChrPZ9c2pUajLrw4BonZVXg,2023-12-03T00:51:29Z
1178,bisan video reports transmitted grace allah swt whole world knew nothing zionist treat owners palestine kept brutally children arrested kept prison reason whole families obliterated babies incubators turned zionist scum pain suffering painful people whole world palestine despite greedy rulers govt lands corrupt much see greed land palestine owned resources gas oil etc prime minister fatherinlaw contract build pipe lines gas underneath gaza thats doesnt want ceasefire must know feel write hasbunallahu mal wakeel keep sending videos know alive jezak allah kahirun,@yasminebeg8336,http://www.youtube.com/channel/UCAmBG3G3C_BHKXJikgIWyag,2023-12-03T00:40:57Z
1179,dancing streets today,@johncoe6304,http://www.youtube.com/channel/UCB3fkNwXZlyQ2c2eoqwfyyg,2023-12-03T00:36:48Z
1180,kurd turkey really feel sad food water home god help guys hate hamas think hamas literally terorist groups civilians human deserve life country god help bless guys scary cryingface,@arifyanar8348,http://www.youtube.com/channel/UC_B43lzHDSE_xQQgQaxc-Og,2023-12-03T00:32:57Z
1181,want country wife scape brutality israelwe make love day,@alexpasion2000,http://www.youtube.com/channel/UCtjyEYs8GMWBcXlnEQ5gBaw,2023-12-03T00:24:20Z
1182,beamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyes,@hihihi5781,http://www.youtube.com/channel/UCI023d-IAiDIuRhc1kMjycg,2023-12-03T00:22:00Z
1183,cryingface,@user-rf2xk5lg4h,http://www.youtube.com/channel/UCmLkjwl5ZuB8hH0Jc35pAZA,2023-12-03T00:20:08Z
1184,entire world watches doesnt anything stop,@iwanttobelieve5970,http://www.youtube.com/channel/UCURtMZixEKlOaGdQ-DicJ5Q,2023-12-02T23:58:54Z
1186,know homes gaza destroyed,@noneofb1534,http://www.youtube.com/channel/UCSWLeTmrbqfWWELHqNPJRIw,2023-12-02T23:53:12Z
1188,feel jews brutalised raped death proud brothers sons fathers raped jews think going happen handing sweets celebrating rapes beheading jewish children,@baruchbaruch5297,http://www.youtube.com/channel/UC-kYP8WwISLncPrq6itQxoQ,2023-12-02T23:40:05Z
1189,anyone says human nature fight resources doomsday situation needs learn woman offered flour wishes could find give away free redheart sha allah,@katielarsen2630,http://www.youtube.com/channel/UC-HU56EDxS8XlukjEF8w59A,2023-12-02T23:39:58Z
1191,unbelievable hamas stealing money sent poor innocent people build terror tunnels knew sure idf would react started attack anyway thinking extremely sad,@barokeszter,http://www.youtube.com/channel/UCiyYp8A8XXWiSOFX8IQwoFg,2023-12-02T23:33:41Z
1192,amenredheartredheartredheartredheartredheartredheartredheartredheartredheartredheart,@daniaa.oliva-pena7338,http://www.youtube.com/channel/UCzgHa9SJvE1_5WQpbfeEcIg,2023-12-02T23:29:24Z
1193,want leave another country like hitler wanted germany years power wwii started,@user-ip7lb1pd3n,http://www.youtube.com/channel/UCUW3k6IG_yfc1-eQJ3oXQTA,2023-12-02T23:25:35Z
1194,redheartvictoryhand,@Goatsydotes,http://www.youtube.com/channel/UCsAwguAJD43pw3EAVtioYTg,2023-12-02T23:21:31Z
1196,ignore grave predicament find may inaugural occurrence genocidal massacre human history unequivocally witnessing inaugural instance meticulously orchestrated meticulously documented racial genocide employing cuttingedge audio visual technologies broadcast heinous acts real time poses peril even purely selfcentered viewpoint lives victims sounding alarm also imperils every one jeopardizing sense self relationship world ultimately endangering fabric nations,@iRashodi,http://www.youtube.com/channel/UCpwwi7viccmgVukskpDngQQ,2023-12-02T23:10:17Z
1197,big part world turns away palestinians civilians gaza true humans bigest courage attitude speaks volumes example true compassion heartbreaking,@user-sk3xc3gb2z,http://www.youtube.com/channel/UCmxjj_OkmtaMe3SFZ87iMAg,2023-12-02T23:03:48Z
1198,look hamas people gaza terrible sacrifice people family money politics,@ClickbaitMotorsports,http://www.youtube.com/channel/UCOnrVhsTSYh8QrbsxIaHj3Q,2023-12-02T23:02:41Z
1199,people oct dead homeless one even dare mention hamas stop wasting time complain talk people elected,@claudiack1286,http://www.youtube.com/channel/UCFf45AbgF8ukm5BYFv9skvg,2023-12-02T22:52:27Z
1203,wow palestinian people wouldnt holocaust much better,@sagugusagilevy8189,http://www.youtube.com/channel/UCZb3k_TsKnwjFqPzsFUdrYw,2023-12-02T22:39:31Z
1204,hamas made palestinians homeless raped mutated murdered israeli people took hostages fire rockets middle highly packed civilian land knowing cost damage loss life israel even lets know plan boobing give people chance get harms wsy something hamas never dont worry damage rest world ones paying billions rebuild like years least democratic countries muslim countries ever helped including feeling bit rewatch hamas footage raping butchering israelis filmed wathing celebrating maybe cheer,@dianelundrigan631,http://www.youtube.com/channel/UCKidiLDnSklmtvCqpYUbP-g,2023-12-02T22:30:43Z
1206,essential life bread bread rice wereare consumed food poor,@romeob.8369,http://www.youtube.com/channel/UCZ3SLGvhSzfmA3jemT6J-kg,2023-12-02T22:15:49Z
1207,maybe terrorism wasnt great,@wegder,http://www.youtube.com/channel/UCIcS_OnNeN89HKjBIclS4vA,2023-12-02T22:07:21Z
1208,bisan hello colombia stay safe thank hard work god bless family free palestinianterritories palestine,@andresortiz6964,http://www.youtube.com/channel/UCXO2cd7owcH4VT6Fcbt4Log,2023-12-02T22:06:49Z
1210,jerusalem post far right newspaperzionist propaganda outlet wrote article falsely saying bisan propaganda hamas watched since insta ive seen say facts facts israels enemy,@psivil.disobedience,http://www.youtube.com/channel/UCYSo9NcTu5pHcuK1E1YYf-Q,2023-12-02T21:59:16Z
1213,correction hamas made people homeless used aid money build underground structures fire ten thousand missiles israel instead investing hundreds millions people highly educated could innovate become hong kong middle east,@karlmunford7000,http://www.youtube.com/channel/UCjM0b5YJs6uoOaPYF4s8-Ww,2023-12-02T21:51:11Z
1214,curiosity comments except propalestinian erased give image complete condemnation across board,@BS-cc4ks,http://www.youtube.com/channel/UCUCisistUMZVaQKXO3GEBbA,2023-12-02T21:50:20Z
1215,thank bisanredheart,@kathleenbischoff288,http://www.youtube.com/channel/UCcq9Iy8W1YERlr2fabTvnfA,2023-12-02T21:47:31Z
1216,makes sickcryingfacepalmsuptogetherpalestinianterritories,@kathleenbischoff288,http://www.youtube.com/channel/UCcq9Iy8W1YERlr2fabTvnfA,2023-12-02T21:47:03Z
1218,israel truly barbaric state,@pdalaigh,http://www.youtube.com/channel/UC8IjzLnALibladIGWMFX5-w,2023-12-02T21:26:37Z
